	word	frequency	volumes
7025	lucrative	498	0.8490239381790161
7026	balanced	821	0.8470522165298462
7027	preseason	780	0.8458834290504456
7028	overseeing	428	0.8451189994812012
7029	casino	1480	0.8449316024780273
7030	wanderer	930	0.8420776128768921
7031	seth	801	0.8419392704963684
7032	ratified	553	0.8416431546211243
7033	devon	938	0.8398513793945312
7034	integrity	829	0.8373748064041138
7035	defendant	1504	0.8367343544960022
7036	reasoning	680	0.834739625453949
7037	weird	978	0.8346861600875854
7038	rig	617	0.8344113230705261
7039	rewrite	717	0.8281214237213135
7040	qf	635	0.8279043436050415
7041	narrator	1060	0.8273352384567261
7042	commemorating	495	0.8270246982574463
7043	shattered	511	0.8268243074417114
7044	electronics	927	0.8268060088157654
7045	heath	1189	0.826166570186615
7046	northumberland	784	0.8259538412094116
7047	halo	2866	0.8258307576179504
7048	eu	1132	0.8247243762016296
7049	sa	1811	0.8246210217475891
7050	down	678	0.8242302536964417
7051	superhero	829	0.8220706582069397
7052	destructive	759	0.8218594193458557
7053	guadalcanal	1117	0.8213262557983398
7054	relinquished	366	0.8198922872543335
7055	selecting	536	0.8194164633750916
7056	subspecies	2493	0.8185857534408569
7057	nowhere	609	0.813182532787323
7058	barred	621	0.8116694092750549
7059	butler	1473	0.8107581734657288
7060	convey	791	0.8099861741065979
7061	pasture	516	0.8093574047088623
7062	chuck	1405	0.8090670108795166
7063	crack	1056	0.8083808422088623
7064	hindu	2465	0.8069682717323303
7065	edmund	1394	0.805982232093811
7066	reactivated	284	0.8058573603630066
7067	majesty	828	0.8050141334533691
7068	amtrak	454	0.8046565651893616
7069	acceleration	432	0.8036994934082031
7070	implementing	379	0.8027973771095276
7071	skull	2797	0.8024048805236816
7072	eddie	1592	0.8011277914047241
7073	judgement	665	0.7978093028068542
7074	annexation	573	0.7975203394889832
7075	mckinley	1513	0.795354425907135
7076	deposited	812	0.7951306104660034
7077	libya	616	0.7947412133216858
7078	mortgage	380	0.7943320870399475
7079	obscure	743	0.79369056224823
7080	technician	595	0.7936207056045532
7081	allan	981	0.7923669815063477
7082	convergence	486	0.792341947555542
7083	floyd	1400	0.7917159795761108
7084	centimeter	664	0.7879743576049805
7085	abruptly	591	0.787604808807373
7086	depends	1057	0.7867912650108337
7087	healthy	1217	0.7866291999816895
7088	chatham	406	0.7860751152038574
7089	dimensional	1375	0.7860163450241089
7090	tramway	747	0.7847808003425598
7091	embankment	411	0.7847545742988586
7092	em	1012	0.7836428284645081
7093	rigging	385	0.7835612893104553
7094	hardcore	846	0.7814511656761169
7095	kpa	379	0.7812356948852539
7096	salvo	384	0.779506504535675
7097	anybody	658	0.7793742418289185
7098	corrupt	690	0.7793514728546143
7099	retake	415	0.7783702611923218
7100	kyle	1761	0.7783355116844177
7101	separating	675	0.7773438096046448
7102	inferior	893	0.775385320186615
7103	casemates	702	0.774531900882721
7104	ham	1053	0.7738039493560791
7105	fungus	1539	0.7737231850624084
7106	escalated	458	0.7733536958694458
7107	dissatisfied	555	0.7728394865989685
7108	incredibly	594	0.7722253203392029
7109	bloc	610	0.7721840143203735
7110	orchard	615	0.7715046405792236
7111	distinguish	1195	0.7708116769790649
7112	prevailed	554	0.7682678699493408
7113	pen	1108	0.7681258916854858
7114	dig	808	0.7650362253189087
7115	gesture	932	0.7645353674888611
7116	prevailing	620	0.7619603872299194
7117	patriotic	626	0.7611979842185974
7118	wholly	692	0.760739803314209
7119	shutout	855	0.7579997181892395
7120	warsaw	1125	0.7562299370765686
7121	periodical	480	0.7549496293067932
7122	baldwin	1273	0.7549417614936829
7123	hawk	1782	0.753192663192749
7124	biological	1847	0.752963125705719
7125	dominate	748	0.752677321434021
7126	rental	527	0.7525679469108582
7127	enduring	696	0.751884400844574
7128	lunch	991	0.7510797381401062
7129	differing	700	0.7486466765403748
7130	rejoin	464	0.7472823858261108
7131	arguably	681	0.7469457983970642
7132	demise	749	0.7466307878494263
7133	trafford	966	0.7453519701957703
7134	hatteras	287	0.7408461570739746
7135	correctly	828	0.7406195998191833
7136	sleeve	829	0.7385651469230652
7137	indefinitely	450	0.7381120324134827
7138	catchy	666	0.7377499938011169
7139	smoking	1531	0.737549364566803
7140	spitfire	1013	0.737514317035675
7141	packed	897	0.737395167350769
7142	disrepair	320	0.7362741827964783
7143	penny	874	0.7357326149940491
7144	consultation	544	0.7357102036476135
7145	synthesizer	1163	0.7345895767211914
7146	affirmed	560	0.7342840433120728
7147	eurogamer	583	0.7341287732124329
7148	marred	403	0.7334296703338623
7149	schooner	468	0.7332038283348083
7150	hazardous	421	0.7328029274940491
7151	examine	777	0.7316867113113403
7152	glad	559	0.731066882610321
7153	carol	1239	0.730838418006897
7154	statutory	534	0.73062664270401
7155	dismiss	505	0.7294076085090637
7156	unemployed	443	0.7285127639770508
7157	localized	560	0.7263408899307251
7158	centenary	457	0.7262484431266785
7159	forecastle	325	0.7245110869407654
7160	captained	625	0.7238309979438782
7161	handing	418	0.7231751084327698
7162	naples	727	0.7231169939041138
7163	orientation	1016	0.7222833037376404
7164	retrospective	825	0.7218182682991028
7165	lent	788	0.7212865948677063
7166	zoo	1820	0.7187220454216003
7167	explicit	902	0.7166410088539124
7168	discarded	769	0.7165977954864502
7169	luzon	456	0.7147819399833679
7170	hint	857	0.7121941447257996
7171	footballer	966	0.7111281752586365
7172	duncan	1404	0.7106066942214966
7173	alice	2128	0.710210919380188
7174	drifting	396	0.7085623145103455
7175	passionate	649	0.7079033255577087
7176	rover	1293	0.7072703242301941
7177	shortest	475	0.7071446180343628
7178	serbia	1583	0.7066060900688171
7179	deed	826	0.7062183618545532
7180	confusing	556	0.7055319547653198
7181	elevator	977	0.7051059007644653
7182	cove	596	0.704211413860321
7183	edmonton	1213	0.7022721171379089
7184	inauguration	617	0.6997483968734741
7185	philosophical	1143	0.6993152499198914
7186	cardinal	2902	0.6975176930427551
7187	feminist	1577	0.6964519619941711
7188	finalized	454	0.6956133842468262
7189	diplomat	863	0.6951871514320374
7190	necessitated	475	0.6947930455207825
7191	teeth	3098	0.6942828297615051
7192	aloft	278	0.6918858289718628
7193	swim	1078	0.6912437677383423
7194	eugene	1095	0.6897878050804138
7195	stranger	1021	0.6885625720024109
7196	vhs	728	0.6883062720298767
7197	logging	475	0.6866099238395691
7198	privy	792	0.6862085461616516
7199	borneo	718	0.6859596967697144
7200	ensign	548	0.6848195195198059
7201	redesigned	717	0.6846193671226501
7202	ranch	1076	0.6842576861381531
7203	lip	1265	0.6832572817802429
7204	kenny	1127	0.6831620335578918
7205	astronomical	1043	0.6815343499183655
7206	jake	1558	0.6814197897911072
7207	shelled	329	0.6809932589530945
7208	pillar	1098	0.6806039810180664
7209	strain	1465	0.6805984377861023
7210	seventeenth	779	0.6798335909843445
7211	sphere	1720	0.6794015765190125
7212	tsar	694	0.6786971092224121
7213	over	1129	0.6785514950752258
7214	derek	1094	0.6759418249130249
7215	oversight	415	0.6757640838623047
7216	justified	864	0.6754546165466309
7217	lodging	507	0.6742353439331055
7218	bowled	1429	0.6734588742256165
7219	rainy	484	0.6727224588394165
7220	predator	3114	0.6719390153884888
7221	saturn	1640	0.6703914403915405
7222	preferring	625	0.6701465249061584
7223	reacted	813	0.670125424861908
7224	overcast	277	0.6692634224891663
7225	admit	674	0.6691159605979919
7226	paralleling	370	0.6687222719192505
7227	invader	710	0.6683705449104309
7228	fellowship	657	0.6679579019546509
7229	prediction	1194	0.6670857667922974
7230	troupe	566	0.6665713787078857
7231	descendant	1869	0.6660569310188293
7232	panhandle	419	0.6658440828323364
7233	silly	631	0.6651954650878906
7234	renewal	596	0.6646170020103455
7235	telecommunication	484	0.6645775437355042
7236	tomorrow	708	0.6637157797813416
7237	liz	1746	0.6632079482078552
7238	confirmation	759	0.661937415599823
7239	standby	262	0.6616476774215698
7240	nominal	691	0.6605685949325562
7241	honorable	510	0.6602010726928711
7242	nl	980	0.6599359512329102
7243	kanye	673	0.659336507320404
7244	boer	543	0.6590177416801453
7245	bengal	1332	0.6584800481796265
7246	arrange	644	0.6574282646179199
7247	tonnage	293	0.6570096015930176
7248	moored	243	0.6564796566963196
7249	vibe	782	0.655725359916687
7250	cheer	738	0.6556649804115295
7251	whig	1119	0.6555198431015015
7252	plating	336	0.6551419496536255
7253	satisfactory	416	0.6546764373779297
7254	goaltender	984	0.6526500582695007
7255	newman	1356	0.6515926122665405
7256	dirt	735	0.6506656408309937
7257	furniture	891	0.6504740118980408
7258	reprinted	669	0.6500300168991089
7259	destiny	1432	0.6488789319992065
7260	nervous	1345	0.6488308906555176
7261	exeter	801	0.6476952433586121
7262	amsterdam	741	0.646577775478363
7263	observe	970	0.6463577747344971
7264	bradford	968	0.6460533142089844
7265	sino	313	0.6459007859230042
7266	hostage	1125	0.645729124546051
7267	entrenched	337	0.6430454254150391
7268	eligibility	561	0.6413244009017944
7269	ussr	615	0.6408674120903015
7270	eg	2068	0.6402438282966614
7271	substance	1920	0.64023756980896
7272	raymond	1404	0.6395801901817322
7273	generic	948	0.6392877101898193
7274	fool	788	0.638475775718689
7275	delhi	1171	0.6383839845657349
7276	substantive	390	0.6379152536392212
7277	exemption	395	0.6377334594726562
7278	baseman	564	0.6351455450057983
7279	awkward	677	0.6349202394485474
7280	cyprus	558	0.6348356008529663
7281	specialized	1233	0.6346521973609924
7282	norm	887	0.6344850659370422
7283	rotating	731	0.6320186257362366
7284	brussels	717	0.6316412687301636
7285	cyclonic	519	0.6304002404212952
7286	trailing	641	0.6296430826187134
7287	reinstated	563	0.629621684551239
7288	inconsistent	632	0.6290018558502197
7289	ai	1187	0.6283571124076843
7290	proven	967	0.6281783580780029
7291	protester	915	0.628093421459198
7292	savannah	466	0.6280387043952942
7293	amounting	313	0.6260186433792114
7294	booth	1421	0.6246455907821655
7295	sentenced	1749	0.6239955425262451
7296	foothill	375	0.6227155923843384
7297	hammersmith	433	0.6226420402526855
7298	naked	1339	0.622590184211731
7299	martinique	354	0.6222604513168335
7300	bike	890	0.621707558631897
7301	legendary	986	0.6212088465690613
7302	responding	661	0.6208242774009705
7303	mercenary	836	0.6208059191703796
7304	highlighting	585	0.6204509139060974
7305	deluxe	789	0.6183745265007019
7306	beer	1926	0.6180751919746399
7307	realism	942	0.617327094078064
7308	clinic	907	0.6171326637268066
7309	problematic	741	0.6160019040107727
7310	traveller	639	0.6158831119537354
7311	abraham	1264	0.6142047047615051
7312	unrestricted	318	0.6140781044960022
7313	evade	392	0.613088071346283
7314	yield	1395	0.6126935482025146
7315	seizing	420	0.6062939763069153
7316	defenceman	537	0.6055978536605835
7317	asserting	449	0.6055231690406799
7318	fleming	2128	0.6051262021064758
7319	newark	1020	0.6048094034194946
7320	consul	718	0.6047655940055847
7321	embraced	613	0.6045875549316406
7322	shifting	763	0.6041703224182129
7323	sega	1873	0.6025930047035217
7324	joan	1538	0.6018226146697998
7325	rod	1306	0.6005761623382568
7326	fletcher	1150	0.5993986129760742
7327	prairie	815	0.5990365147590637
7328	aviator	388	0.5987643003463745
7329	torture	1065	0.5986049175262451
7330	geoffrey	1302	0.5985105633735657
7331	reclassified	419	0.596762478351593
7332	piercing	654	0.5958946943283081
7333	jessica	964	0.5956276655197144
7334	deceased	1096	0.5954933166503906
7335	sexy	872	0.5939354300498962
7336	conscription	445	0.5937467217445374
7337	depict	993	0.5937188267707825
7338	vacancy	548	0.5910863876342773
7339	undeveloped	325	0.5902226567268372
7340	boulder	566	0.5889102816581726
7341	tr	1118	0.5889018774032593
7342	invading	553	0.5884674787521362
7343	mandated	432	0.5845597386360168
7344	relying	631	0.5836358666419983
7345	applicant	657	0.5831215977668762
7346	coincide	532	0.5824872851371765
7347	emphasised	518	0.5824813842773438
7348	ultra	684	0.5812948942184448
7349	bare	792	0.5806306004524231
7350	outlying	276	0.580250084400177
7351	dungeon	1281	0.5796082019805908
7352	exercised	648	0.5792747735977173
7353	static	903	0.578733503818512
7354	et	2613	0.5784948468208313
7355	viking	1459	0.5780498385429382
7356	presided	600	0.5771423578262329
7357	fined	703	0.576607346534729
7358	feasibility	338	0.5764155983924866
7359	hancock	1288	0.576304018497467
7360	omitted	773	0.5747314691543579
7361	robertson	1088	0.5745542645454407
7362	motorist	369	0.5738288760185242
7363	syndicated	395	0.5737854838371277
7364	²	747	0.5733095407485962
7365	insists	630	0.5724364519119263
7366	trout	1154	0.5717868208885193
7367	programmer	653	0.570496678352356
7368	salmon	907	0.5698825120925903
7369	booked	560	0.5697566866874695
7370	unsure	626	0.5697108507156372
7371	carnegie	583	0.5695368051528931
7372	buck	875	0.5695356726646423
7373	communism	731	0.5693836212158203
7374	humid	487	0.5682966709136963
7375	sue	1475	0.5666070580482483
7376	wizard	1202	0.566465437412262
7377	blade	1930	0.5662243366241455
7378	reorganisation	341	0.5661830306053162
7379	pipeline	973	0.5659273266792297
7380	inlet	538	0.5657374262809753
7381	carlos	1450	0.565396785736084
7382	breakaway	848	0.5651412010192871
7383	trusted	552	0.5651065707206726
7384	framework	950	0.5640726089477539
7385	stunning	543	0.5628952980041504
7386	circus	1246	0.5626252293586731
7387	liberated	440	0.5625336170196533
7388	parcel	404	0.5622865557670593
7389	gallantry	353	0.5620667338371277
7390	cultivated	824	0.5620232224464417
7391	psychology	938	0.5615813732147217
7392	flyer	835	0.5610952377319336
7393	edwin	1182	0.5609965920448303
7394	albion	878	0.560533881187439
7395	termed	1311	0.5603131651878357
7396	cumberland	717	0.5600000023841858
7397	surround	940	0.5579695105552673
7398	provoked	738	0.5566090941429138
7399	arterial	383	0.5559384226799011
7400	manually	355	0.5558916330337524
7401	bizarre	668	0.5548813343048096
7402	hey	920	0.5535452961921692
7403	potter	2182	0.5534864664077759
7404	carbon	3062	0.5522400140762329
7405	fix	913	0.5515283346176147
7406	loaned	445	0.5510181784629822
7407	strained	744	0.5494281649589539
7408	disadvantage	527	0.5493941307067871
7409	yielded	748	0.5489082932472229
7410	portrays	1015	0.5486822128295898
7411	boring	772	0.5486108660697937
7412	seeded	399	0.5477088689804077
7413	ancestor	2058	0.5475932359695435
7414	erical	583	0.546864926815033
7415	gibson	1346	0.5467134714126587
7416	breached	373	0.5445953011512756
7417	ideology	1010	0.5444689393043518
7418	alcohol	2267	0.54404217004776
7419	batter	771	0.5426201820373535
7420	belong	1203	0.5415038466453552
7421	garrisoned	306	0.5400631427764893
7422	transformation	1307	0.5384562611579895
7423	pin	1096	0.538406252861023
7424	kate	1884	0.5364959836006165
7425	businessmen	438	0.5361955165863037
7426	assigns	456	0.5360918641090393
7427	optimistic	576	0.5358260273933411
7428	enrollment	611	0.5349701642990112
7429	scream	991	0.5345011353492737
7430	idaho	773	0.5332340002059937
7431	clergy	1163	0.53282231092453
7432	katrina	545	0.5315940976142883
7433	repel	316	0.5293408036231995
7434	valid	996	0.5293105840682983
7435	scholarly	705	0.5285839438438416
7436	upward	524	0.5285077691078186
7437	angered	813	0.5280159711837769
7438	implication	804	0.5277900099754333
7439	hardy	2282	0.5273183584213257
7440	ridiculous	601	0.5270401835441589
7441	assurance	486	0.526220440864563
7442	detailing	602	0.5251298546791077
7443	disembarked	265	0.5247949957847595
7444	stealing	860	0.5242603421211243
7445	freshwater	710	0.5215526223182678
7446	heroic	915	0.5211872458457947
7447	abortion	936	0.5208838582038879
7448	mare	1073	0.5208747386932373
7449	cinematographer	639	0.51987624168396
7450	tirpitz	537	0.5196813344955444
7451	visually	790	0.5195607542991638
7452	grazing	538	0.5186424255371094
7453	quo	353	0.5169589519500732
7454	knockout	729	0.5157474875450134
7455	evaluation	966	0.5144973993301392
7456	powder	993	0.5140945315361023
7457	principally	567	0.5132781863212585
7458	morality	841	0.5125935077667236
7459	prevention	725	0.5110049247741699
7460	usaf	730	0.510977566242218
7461	swimmer	832	0.5100572109222412
7462	hoisted	299	0.5095228552818298
7463	retains	688	0.5092076659202576
7464	finnish	1194	0.5089486837387085
7465	inspire	482	0.5088940858840942
7466	bluff	625	0.5070682764053345
7467	awaiting	505	0.5056199431419373
7468	traced	883	0.5051470994949341
7469	codenamed	427	0.5045096278190613
7470	broadly	898	0.5042998194694519
7471	dodger	1138	0.5039718151092529
7472	havana	544	0.503251850605011
7473	homosexual	1019	0.5024488568305969
7474	mild	1185	0.501990020275116
7475	summoned	872	0.5019322633743286
7476	mauritius	685	0.5014154314994812
7477	pet	1389	0.5010550618171692
7478	staple	821	0.5007645487785339
7479	surveyor	528	0.5004722476005554
7480	halloween	915	0.49784791469573975
7481	underlying	1114	0.49733197689056396
7482	archer	1283	0.4964248538017273
7483	terminate	373	0.4960508644580841
7484	disability	1038	0.4957311749458313
7485	stockholm	920	0.4953981041908264
